 85  0.30  
 85  0.30  
 85  0.30  
 85  0.35  
 85  0.27  
 90  0.23  
 90  0.23  
 90  0.24  
 90  0.28  
 90  0.20  
 95  0.20  
 95  0.20  
 95  0.18  
 95  0.22  
 95  0.17 
100  0.15 
100  0.15 
100  0.18 
100  0.15 
100  0.20 
110  0.14 
110  0.10 
110  0.10 
110  0.15 
110  0.10 
120  0.10 
120  0.08 
120  0.10 
120  0.10 
120  0.05 
130  0.05 
130  0.00 
130  0.05 
130  0.05 
130  0.00 
140  0.00 
140  0.00 
140  0.00 
140  0.00 
140  0.05 
150  0.00 
150  0.00 
150  0.00 
150  0.00 
150  0.00 

Source: {\em Physical Review}, Vol. V, 1915, ``Temperature Changes
Accompanying the Adiabatic Compression of Steel,'' K. T. Compton and
D. B. Webster, p. 163.

Description: Galvanometer deflection vs. time in seconds.

Reference Relation: $\log y =k_{1}x+k_{2}$

Comments: The source says the reference relation holds for $x>30$ and
only this data has been included here.  Note that $\log y$ is
impossible for $y=0$; an accompanying graph in the source goes only up
to $x=100$ to avoid this.

              ---------------------------------------------

Case 74

    x      y
 1000   8.11  
 2000   8.68  
 3000   9.11  
 4000   9.54  
 6000  10.33  
 8000  11.11  
10000  11.84  
12000  12.50  
14000  13.13 
16000  13.73 
   
Source: {\em Physical Review}, Vol. V, 1914, ``Magnetic Resistance
Change of Pure Iron,'' R. A. Heising, p. 324.

Description: Change in resistance vs. internal magnetic field;
transverse effect.

Reference Relation: $y=kx^{.85}$

Comments: A regression of $y$ on $x^{.85}$ turns up an intercept which
is significant with $t$-value 214.8; hence it is extremely implausible
that the reference relation is correct.  Perhaps I have understood the
text incorrectly.  Even with an intercept, however, the reference
relation would show strong lack of fit.

              ---------------------------------------------

Case 75

   x   y
 850  18  
1200  28  
2000  44 

Source: {\em Physical Review}, Vol. V, 1915, ``Theory and Use of the
Molecular Gauge,'' Saul Dushman, p. 221.

Description: Meter deflection in degrees vs. rate of rotation in RPM.

Reference Relation: $y=kx$

              ---------------------------------------------

Case 76a

   x       y
1.47  0.7020  
1.63  0.6470  
1.85  0.6180  
2.91  0.4870  
3.48  0.4455  
3.80  0.4275  
3.93  0.4210  
4.04  0.4180  
4.04  0.4415  
4.05  0.4130  
4.01  0.4140  
4.02  0.4130  
4.10  0.4115  
3.98  0.4185  
3.92  0.4155 
4.05  0.4170 
3.91  0.4195 
3.95  0.4160 
3.96  0.4165 
3.98  0.4185 

Source: {\em Physical Review}, Vol. V, 1915, ``The Mechanical
Equivalent of Light,'' Herbert E. Ives, W. W. Coblentz and E. F.
Kingsbury, p. 290.

Description: Air distance at which a comparison lamp is set when a
photometric match is made through a green solution vs. galvanometer
deflection for a thermopile exposed to green radiation.

Reference Relation: $xy^{2}=k$

Comments: Note the apparent outlier at $x=4.04$ in the graph above.

              ---------------------------------------------

Case 76b

   x       y
3.43  0.4560  
5.41  0.3600  
5.88  0.3420  
6.03  0.3380  
6.12  0.3400  
5.99  0.3460  
6.06  0.3395  
5.84  0.3450  
5.91  0.3455 
5.98  0.3465 
   
Source: {\em Physical Review}, Vol. V, 1915, ``The Mechanical
Equivalent of Light,'' Herbert E. Ives, W. W. Coblentz and E. F.
Kingsbury, p. 290.

Description: Air distance at which a comparison lamp is set when a
photometric match is made through a green solution vs. galvanometer
deflection for a thermopile exposed to green radiation.

Reference Relation: $xy^{2}=k$

              ---------------------------------------------

Case 76c

   x       y
3.11  0.4675  
4.14  0.4050  
4.68  0.3800  
4.75  0.3810  
4.76  0.3785  
4.62  0.3840  
4.54  0.3870  
4.61  0.3860  
4.64  0.3860 
4.56  0.3860 
   
Source: {\em Physical Review}, Vol. V, 1915, ``The Mechanical
Equivalent of Light,'' Herbert E. Ives, W. W. Coblentz and E. F.
Kingsbury, p. 290.

Description: Air distance at which a comparison lamp is set when a
photometric match is made through a green solution vs. galvanometer
deflection for a thermopile exposed to green radiation.

Reference Relation: $xy^{2}=k$

              ---------------------------------------------

Case 77

  x      y
 90  0.030  
175  0.067  
265  0.104  
300  0.120  
362  0.144  
404  0.163  
468  0.190  
517  0.211  
565  0.231  
588  0.240  
602  0.246 
640  0.278 
670  0.288 
693  0.300 

Source: {\em Physical Review}, Vol. V, 1915, ``Thermal Electromotive
Forces of Iron Oxide and Copper Oxide,'' S. Leroy Brown and L. O.
Shuddemagen, p. 389.

Description: Electromotive force in volts for an iron-magnetite couple
vs. temperature of hot junction in Centigrade; cold junction at 20
degrees.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 78

       x         y
6.29e-06  1.60e-07  
1.35e-05  1.10e-06  
1.61e-05  1.80e-06  
3.54e-05  1.05e-05 
5.08e-05  2.04e-05 
6.02e-05  2.79e-05 

Source: {\em Physical Review}, Vol. V, 1915, ``The Nature of Electric
Conduction as Required to Explain the Resistance of Metallic Selenium
Following Illumination,'' F. C. Brown, p. 398.

Description: Change of conductivity vs. conductivity of selenium in
light, both in inverse ohms.

Reference Relation: $y/x^{2}=k$

Comments: The data have been rearranged in order of increasing $x$
values. The reference relation shows lack of fit.

              ---------------------------------------------

Case 79

       x         y
2.00e-06  1.41e-06  
2.04e-06  1.44e-06  
2.33e-06  1.65e-06 
2.40e-06  1.65e-06 

Source: {\em Physical Review}, Vol. V, 1915, ``The Nature of Electric
Conduction as Required to Explain the Resistance of Metallic Selenium
Following Illumination,'' F. C. Brown, p. 398.

Description: Equilibrium light sensitiveness vs. conductivity in
light.

Reference Relation: $y=kx$

Comments: A residual plot shows one outlying endpoint.

              ---------------------------------------------

Case 80a

   x      y
0.10  0.640  
0.19  0.440  
0.42  0.315  
0.43  0.315  
0.43  0.300  
0.67  0.235  
0.90  0.200 
1.40  0.170 

Source: {\em Physical Review}, Vol. V, 1915, ``The Cathode Fall in
Gases,'' C. A. Skinner, p. 495.

Description: Mean free path in mm vs. normal current density in
milliamps; for an aluminum cathode in hydrogen.

Reference Relation: $xy^{2}=k$

              ---------------------------------------------

Case 80b

   x       y
0.087  0.550  
0.100  0.490  
0.167  0.420  
0.207  0.370  
0.250  0.340  
0.300  0.300  
0.367  0.265  
0.467  0.245  
0.567  0.215  
0.767  0.195  
0.850  0.180 
1.200  0.150 
1.330  0.145 
   
Source: {\em Physical Review}, Vol. V, 1915, ``The Cathode Fall in
Gases,'' C. A. Skinner, p. 495.

Description: Mean free path in mm vs. normal current density in
milliamps; for a steel cathode in hydrogen.

Reference Relation: $xy^{2}=k$

              ---------------------------------------------

Case 81a

   x      y
9.60  0.640  
6.80  0.440  
4.60  0.315  
4.50  0.315  
4.70  0.300  
3.60  0.235  
2.70  0.170 
2.15  0.135 

Source: {\em Physical Review}, Vol. V, 1915, ``The Cathode Fall in
Gases,'' C. A. Skinner, p. 495.

Description: Mean free path vs. distance to negative glow, both in
mm; for an aluminum cathode in hydrogen.

Reference Relation: $x/y=k$

              ---------------------------------------------

Case 81b

   x      y
11.7  0.550  
10.2  0.490  
 8.4  0.420  
 7.6  0.370  
 7.1  0.340  
 5.7  0.300  
 5.5  0.265  
 5.1  0.245  
 4.6  0.215  
 4.1  0.195  
 3.7  0.180 
 2.9  0.150 
 3.0  0.145 
   
Source: {\em Physical Review}, Vol. V, 1915, ``The Cathode Fall in
Gases,'' C. A. Skinner, p. 495.

Description: Mean free path vs. distance to negative glow, both in
mm; for a steel cathode in hydrogen.

Reference Relation: $x/y=k$

              ---------------------------------------------

Case 82a

438.2  235.4  
369.8  199.0  
288.8  156.7  
249.8  135.7  
205.7  112.5  
175.8   96.6  
123.9   68.9 
   
Source: {\em Physical Review}, Vol. VI, 1915, `` A Null Method with
Photo-Electric Cells,'' F. K. Richtinger, p. 68.

Description: See source for details.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 82b

    x      y
404.6  228.4  
375.6  212.5  
330.0  187.2  
260.0  148.1  
220.0  125.8  
190.0  109.0  
170.0   97.6 
155.0   89.3 

Source: {\em Physical Review}, Vol. VI, 1915, `` A Null Method with
Photo-Electric Cells,'' F. K. Richtinger, p. 68.

Description: See source for details.

Reference Relation: $y=k_{1}x+k_{2}$

Comments: Reference relation shows lack of fit.

              ---------------------------------------------

Case 83

       x         y
8.70e-06  1.67e-05  
9.50e-06  1.73e-05  
1.03e-05  2.04e-05  
1.16e-05  2.18e-05  
8.90e-06  1.67e-05  
8.80e-06  1.66e-05 
9.40e-06  1.81e-05 
1.01e-05  1.94e-05 
1.15e-05  2.24e-05 
8.80e-06  1.65e-05 

Source: {\em Physical Review}, Vol. VI, 1915, ``Electric Double
Refraction in Liquids,'' Harold E. McComb, p. 183.

Description: B-parallel vs. B-perpendicular, two components of
vibration.

Reference Relation: $y=kx$

              ---------------------------------------------

Case 84a

   x     y
  30  0.00  
  42  0.00  
  88  0.03  
  92  0.03  
 205  0.62  
 209  0.66  
 220  0.72  
 222  0.76  
 232  0.86  
 243  0.95  
 262  1.14  
 284  1.35  
 306  1.58 
 331  1.83 
 358  2.11 
 413  2.64 
1169  5.24 

Source: {\em Physical Review}, Vol. VI, 1915, ``The Variation of the
Specific Heat of Solids with Temperature,'' Arthur H. Compton,
p. 382.

Description: Specific heat of diamond vs. temperature.

Reference Relation: $y=k_{1}e^{-k_{2}/x}(k_{2}/x+1)$

              ---------------------------------------------

Case 84b

    x     y
 23.5  0.22  
 27.7  0.32  
 33.4  0.54  
 87.0  3.32  
 88.0  3.37  
137.0  4.53  
234.0  5.50  
290.0  5.66  
323.0  5.75 
450.0  5.87 
   
Source: {\em Physical Review}, Vol. VI, 1915, ``The Variation of the
Specific Heat of Solids with Temperature,'' Arthur H. Compton,
p. 382.

Description: Specific heat of copper vs. temperature.

Reference Relation: $y=k_{1}e^{-k_{2}/x}(k_{2}/x+1)$

              ---------------------------------------------

Case 84c

    x     y
 23.0  2.95  
 28.3  3.91  
 36.8  4.38  
 38.1  4.43  
 85.5  5.57  
 90.2  5.63  
200.0  5.91  
273.0  5.99  
290.0  5.99 
332.0  6.03 
409.0  6.15 

Source: {\em Physical Review}, Vol. VI, 1915, ``The Variation of the
Specific Heat of Solids with Temperature,'' Arthur H. Compton,
p. 382.

Description: Specific heat of lead vs. temperature.

Reference Relation: $y=k_{1}e^{-k_{2}/x}(k_{2}/x+1)$

              ---------------------------------------------

Case 84d

    x     y
 35.0  1.58  
 39.1  1.90  
 42.9  2.26  
 45.5  2.46  
 51.4  2.80  
 53.8  2.89  
 77.0  4.04  
100.0  4.80  
200.0  5.61  
273.0  5.75  
331.0  5.71 
535.0  5.90 
589.0  5.99 
   
Source: {\em Physical Review}, Vol. VI, 1915, ``The Variation of the
Specific Heat of Solids with Temperature,'' Arthur H. Compton,
p. 382.

Description: Specific heat of silver vs. temperature.

Reference Relation: $y=k_{1}e^{-k_{2}/x}(k_{2}/x+1)$

              ---------------------------------------------

Case 85

      x       y
0.00577  0.0139  
0.00829  0.0281  
0.00863  0.0305  
0.00974  0.0398  
0.01198  0.0589  
0.01599  0.1045  
0.01696  0.1217  
0.01928  0.1511  
0.02090  0.1800  
0.02118  0.1842  
0.02149  0.1903  
0.02194  0.2014  
0.02251  0.2113 
0.02506  0.2572 
0.02659  0.2893 
0.02789  0.3226 
0.02997  0.3775 
0.03779  0.5982 

Source: {\em Physical Review}, Vol. VII, 1916, ``The Fall of Mercury
Droplets in a Viscous Medium'' O.  W. Silvey, p. 110.

Description: Velocity of a falling sphere in cm/sec vs. radius of the
sphere in cm.

Reference Relation: $y=k_{1}x^{2}/(k_{2}x+k_{3})(k_{4}x+k_{5})$

Comments: I doubt that anything more complex than $y=kx^{2}$ is
justified by the data.  The residuals for this fit are
heteroscedastic, but otherwise unpatterned.  A log-log transformation
takes care of the heteroscedasticity leaving only a kind of peculiar
blank region in the associated residual plot.

              ---------------------------------------------

Case 86

   x          y
24.0  5.780e+18  
34.1  8.270e+18  
48.8  1.214e+19  
82.0  1.950e+19  
89.0  2.240e+19 
95.0  2.280e+19 

Source: {\em Physical Review}, Vol. VII, 1916, ``The Maximum Frequency
of X-Rays at Constant Voltage between 30,000 and 100,000,'' Albert W.
Hull, p. 157.

Description: Maximum frequency vs. kilovolts.

Reference Relation: $y=kx$

              ---------------------------------------------

Case 87

 x      y
 5  0.242  
10  0.377  
13  0.441  
16  0.503  
20  0.580  
23  0.637  
26  0.683  
30  0.755  
33  0.800 
36  0.847 
40  0.908 
42  0.938 

Source: {\em Physical Review}, Vol. VII, 1916, ``Selective Radiation
from Osmium Filaments,'' Ernest F. Barker, p. 453.

Description: See source for details: $x$ is measured in volts and $y$
in amps.

Reference Relation: $\log (y/.91) = k_{1}(\log (x/40.25)
)^{2}+k_{2}\log (x/40.25)$

              ---------------------------------------------

Case 88

 x      y
 5   1.21  
10   3.77  
13   5.74  
16   8.05  
20  11.60  
23  14.65  
26  17.76  
30  22.65  
33  26.40 
36  30.52 
40  36.32 
42  39.40 

Source: {\em Physical Review}, Vol. VII, 1916, ``Selective Radiation
from Osmium Filaments,'' Ernest F. Barker, p. 453.

Description: See source for details: $x$ is measured in volts and $y$
in watts.

Reference Relation: $\log y =k_{1}\log x +k_{2}$

Comments: A residual plot turns up two potential outliers.

              ---------------------------------------------

Case 89

   x      y
6.04  18.36  
6.54  17.99  
1.36  87.18  
6.37  12.50  
1.52  52.50  
6.23  12.71  
1.53  52.48  
7.27  19.40  
1.69  60.50  
1.37  61.70  
5.55  10.71  
1.77  36.28  
7.41  15.03 
1.64  51.50 
6.35  17.70 
1.42  59.36 
   
Source: {\em Physical Review}, Vol. VII, 1916, ``Retrograde Rays from
the Cold Cathode,'' Orrin H. Smith, p. 629.

Description: Momentum vs. velocity.

Reference Relation: $xy=k$

Comments: Reference relation shows lack of fit.

              ---------------------------------------------

Case 90

       x      y
13.08333  100.0  
26.91667   18.9  
42.98333    3.9 

Source: {\em Physical Review}, Vol. VII, 1916 ``A Recording X-Ray
Spectrometer, and the High Frequency Spectrum of Tungsten,''
Arthur H. Compton, p. 658.

Description: Intensity vs. mean angle, in degrees.

Reference Relation:
$y=k_{1}(1+\cos^{2}2x)e^{k_{2}\sin^{2}x}/\sin^{2}x$

Comments: I have converted the angular measurements from degrees and
minutes to decimal degrees.

              ---------------------------------------------

Case 91a

      x       y
0.00386  166000  
0.00678  131000  
0.00825  125000  
0.01200  107000  
0.01300  107000  
0.02050   93000  
0.03250   80000  
0.03850   77000  
0.05120   71000 
0.06420   65000 
   
Source: {\em Physical Review}, Vol. VIII, 1916, ``Of the Initial
Condition of the Corona Discharge,'' Jakob Kunz, p. 30.

Description: Electric force in volts/cm vs. radius of a wire in cm.

Reference Relation: $y=k_{1}/x^{.5}+k_{2}$

Comments: The source says the reference relation does not hold for
small radii and data for these have not been included.

              ---------------------------------------------

Case 91b

      x       y                                                            
0.00386  166000
0.00678  136000  
0.00825  121000  
0.01200  109000  
0.01300  114000  
0.02050   99000  
0.03250   83000  
0.03850   79000  
0.05120   73000 
0.06420   64000 
   
Source: {\em Physical Review}, Vol. VIII, 1916, ``Of the Initial
Condition of the Corona Discharge,'' Jakob Kunz, p. 30.

Description: Electric force in volts/cm vs. radius of a wire in cm.

Reference Relation: $y=k_{1}/x^{.5}+k_{2}$

Comments: The source says the reference relation does not hold for
small radii and data for these have not been included.  The graph
above suggests that Kunz took a second measurement near $x=.0125$ when
his first did not fit the reference relation.

              ---------------------------------------------

Case 92

    x      y
 53.2  18800  
 91.3  25000  
173.5  36000  
248.5  45100  
334.8  54200  
483.6  70800  
616.6  82900  
720.0  92800  
746.0  95100 
768.3  96700 
   
Source: {\em Physical Review}, VIII, 1916, ``Of the Initial Condition
of the Corona Discharge,'' Jakob Kunz, p. 35.

Description: Electric force in volts/cm vs. pressure in mm.

Reference Relation: $y=k_{1}/x^{.5}+k_{2}$

Comments: The source says the reference relation does not hold for
small radii and data for these have not been included.

              ---------------------------------------------

Case 93

   x     y
-190  6925  
 -79  6930  
  18  6934  
 225  6952  
 300  6956  
 435  6969  
 540  6983 
 630  6995 
 845  7037 

Source: {\em Physical Review}, Vol. VIII, 1916, ``The Effect of
Temperature upon the Absorption Spectrum of a Synthetic Ruby,'' K. S.
Gibson, p. 43.

Description: Wavelength vs. temperature in Centigrade.

Reference Relation: $\log (y-6900) =k_{1}x+k_{2}$

              ---------------------------------------------

Case 94

   x         y
1980  1.30e+09  
1980  1.10e+09  
2820  1.61e+09  
3670  2.39e+09  
4400  2.56e+09  
4790  3.24e+09  
5520  3.43e+09 
5640  3.15e+09 

Source: {\em Physical Review}, Vol. VIII, 1916, ``The Electromotive
Force Produced by the Acceleration of Metals,'' Richard C. Tolman and
T. Dale Stewart, p. 112.

Description: Charge in coulombs vs. velocity in cm/sec.

Reference Relation: $y=kx$

              ---------------------------------------------

Case 95

     x       y
15.240  0.0491  
17.500  0.0726  
18.030  0.0792  
18.890  0.0930  
19.580  0.1010  
20.880  0.1247  
21.505  0.1410 
   
Source: {\em Physical Review}, Vol. VIII, 1916, ``Compton's Formula
for the Temperature Variation of the Specific Heat of Solids,''
F. Schwers, p. 119.

Description: Specific heat ($C_{v}$) vs. absolute temperature.

Reference Relation: $y=kx^{3}$

Comments: A residual plot shows one outlying endpoint.

              ---------------------------------------------

Case 96a

    x      y                                                      
0.392  0.860  
0.343  0.726  
0.294  0.493  
0.245  0.342  
0.221  0.283  
0.208  0.255  
0.196  0.243  
0.184  0.218  
0.172  0.199 
0.160  0.178 
0.147  0.154 

Source: {\em Physical Review}, Vol. VIII, 1916, ``The Law of
Absorption of X-Rays at High Frequencies,'' Albert W. Hull and Marion
Rice, p. 328.

Description: Mass absorption coefficient vs. wavelength in angstroms;
for aluminum.

Reference Relation: $y=k_{1}x^{3}+k_{2}$

              ---------------------------------------------

Case 96b

    x     y                                                       
0.294  3.84  
0.245  2.24  
0.221  1.70  
0.208  1.39  
0.196  1.27  
0.184  1.07  
0.172  0.91 
0.160  0.79 
0.147  0.71 

Source: {\em Physical Review}, Vol. VIII, 1916, ``The Law of
Absorption of X-Rays at High Frequencies,'' Albert W. Hull and Marion
Rice, p. 328.

Description: Mass absorption coefficient vs. wavelength in angstroms;
for copper.

Reference Relation: $y=k_{1}x^{3}+k_{2}$

              ---------------------------------------------

Case 97

   x      y
4880  249.0  
5870  149.0  
6780  101.0  
7700   71.7  
8860   47.3 
9970   34.7 

Source: {\em Physical Review}, Vol. VIII, 1916, ``The Absorption
Coefficients of Soft X-Rays,'' C. D. Miller, p. 340.

Description: Absorption coefficient vs. potential.

Reference Relation: $yx^{2.77}=k$

Comments: The source says the reference relation holds for potentials
of at least 4480 and only those are included here.

              ---------------------------------------------

Case 98a

   x      y                                                       
2.96  0.615  
2.28  0.555  
1.78  0.515  
1.47  0.487  
1.35  0.473 

Source: {\em Physical Review}, Vol. VIII, 1916, ``Temperature and
Blackening Effects in Helical Tungsten Filaments,'' B. E.
Shackelford, p. 473.

Description: Outside-inside brightness ratio vs. pitch of coiling in
the filament.  Measurements taken at 2300$^{\circ}$ Kelvin with light
of wavelength .656 microns.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 98b

   x      y                                                       
2.96  0.681  
2.28  0.598  
1.78  0.551  
1.47  0.516  
1.35  0.500 

Source: {\em Physical Review}, Vol. VIII, 1916, ``Temperature and
Blackening Effects in Helical Tungsten Filaments,'' B. E.
Shackelford, p. 473.

Description: Outside-inside brightness ratio vs. pitch of coiling in
the filament.  Measurements taken at 2300$^{\circ}$ Kelvin with light
of wavelength .493 microns.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 98c

   x      y                                                       
2.96  0.656  
2.28  0.581  
1.35  0.498 

Source: {\em Physical Review}, Vol. VIII, 1916, ``Temperature and
Blackening Effects in Helical Tungsten Filaments,'' B. E.
Shackelford, p. 473.

Description: Outside-inside brightness ratio vs. pitch of coiling in
the filament.  Measurements taken at 1900$^{\circ}$ Kelvin with light
of wavelength .656 microns.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 98d

   x      y                                                       
2.96  0.682  
2.28  0.604  
1.35  0.515 

Source: {\em Physical Review}, Vol. VIII, 1916, ``Temperature and
Blackening Effects in Helical Tungsten Filaments,'' B. E.
Shackelford, p. 473.

Description: Outside-inside brightness ratio vs. pitch of coiling in
the filament.  Measurements taken at 1900$^{\circ}$ Kelvin with light
of wavelength .493 microns.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 99a

   x     y                                                        
1360  49.6  
1372  49.4  
1473  55.4  
1510  57.5  
1558  60.1  
1586  60.8  
1589  60.9  
1605  62.5  
1635  64.2  
1732  68.9  
1778  70.5 
1795  71.7 
1798  72.3 
1908  77.4 
1987  81.8 

Source: {\em Physical Review}, Vol. VIII, 1916, ``Temperature and
Blackening Effects in Helical Tungsten Filaments,'' B. E.
Shackelford, p. 477.

Description: Resistance vs. absolute temperature for a helical
filament.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 99b

   x     y                                                        
1390  48.9  
1413  48.5  
1519  55.3  
1524  55.4  
1650  61.2  
1695  63.0  
1793  67.9  
1795  68.2  
1885  72.5 
1948  75.8 
   
Source: {\em Physical Review}, Vol. VIII, 1916, ``Temperature and
Blackening Effects in Helical Tungsten Filaments,'' B. E.
Shackelford, p. 477.

Description: Resistance vs. absolute temperature; for a hairpin
filament.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 100a
                                                                
   x    y
 145   28  
 161   36  
 315   68  
 329   73  
 464  102  
 490  106  
 599  133  
 615  136  
 723  160  
 739  162  
 837  187  
 850  186  
1037  226  
1043  228  
1200  261 
1215  263 
1331  288 
1345  290 
1465  317 
1474  318 
1532  331 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, pp. 506--507.

Description: Demagnetization vs. magnetic flux in cgs units; for
torsion of 1.5 degrees.

Reference Relation: $y=kx$

Comments: The data have been rearranged in order of increasing x
values.  Eleven sets are given in the source; I have taken only the
first four.

              ---------------------------------------------

Case 100b

   x    y
 145   37  
 161   37  
 315   97  
 329   98  
 464  150  
 490  150  
 599  198  
 615  199  
 723  241  
 739  241  
 837  281  
 850  281  
1037  351  
1043  349  
1200  397 
1215  405 
1331  451 
1345  448 
1465  494 
1474  492 
1532  513 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, pp. 506--507.

Description: Demagnetization vs. magnetic flux in cgs units; for
torsion of 2.4 degrees.

Reference Relation: $y=kx$

Comments: The data have been rearranged in order of increasing x
values.  Eleven sets are given in the source; I have taken only the
first four.

              ---------------------------------------------

Case 100c

   x    y
 145   63  
 161   67  
 315  139  
 329  140  
 464  206  
 490  206  
 599  265  
 615  265  
 723  319  
 739  320  
 837  368  
 850  369  
1037  453  
1043  455  
1200  524 
1215  525 
1331  580 
1345  580 
1465  634 
1474  635 
1532  661 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, pp. 506--507.

Description: Demagnetization vs. magnetic flux in cgs units; for
torsion of 3.6 degrees.

Reference Relation: $y=kx$

Comments: The data have been rearranged in order of increasing x
values.  Eleven sets are given in the source; I have taken only the
first four.

              ---------------------------------------------

Case 100d

   x    y
 145   85  
 161   85  
 315  184  
 329  183  
 464  251  
 490  269  
 599  329  
 615  346  
 723  400  
 739  415  
 837  464  
 850  478  
1037  574  
1043  587  
1200  666 
1215  676 
1331  740 
1345  747 
1465  816 
1474  820 
1532  854 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, pp. 506--507.

Description: Demagnetization vs. magnetic flux in cgs units; for
torsion of 5.2 degrees.

Reference Relation: $y=kx$

Comments: The data have been rearranged in order of increasing x
values.  Eleven sets are given in the source; I have taken only the
first four.

              ---------------------------------------------

Case 101a

    x     y
0.216   1.5  
0.320   2.4  
0.436   3.6  
0.556   5.2  
0.687   8.1 
0.773  11.3 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, pp. 506--508.

Description: Torsion angle in degrees vs. a factor determined from
previous work; for Norway iron.

Reference Relation: $k_{1}x=y(k_{2}-x^{2})$

              ---------------------------------------------

Case 101b

    x     y
0.128   4.1  
0.234   8.1  
0.328  12.6  
0.390  16.5  
0.440  20.6 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, pp. 506--508.

Description: Torsion angle in degrees vs. a factor determined from
previous work; for Viking steel.

Reference Relation: $k_{1}x=y(k_{2}-x^{2})$

              ---------------------------------------------

Case 102

  x     y
  2   628  
  5  1319  
  8  1912  
 11  2437  
 14  2903  
 17  3321  
 23  4032  
 29  4571  
 35  4991  
 44  5403  
 56  5605  
 68  5400  
 77  4994  
 83  4585  
 89  4044 
 95  3352 
 98  2938 
101  2471 
104  1947 
107  1354 
110   671 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, p. 508, explanation on pp. 509--510.

Description: Magnetic flux in cgs units vs. position in cm on a 112
cm rod where the measurement was taken.

Reference Relation: $y=k_{1}x^{2}+k_{2}x+k_{3}$

Comments: I did not collect a similar set on p. 514.  Residuals from
the reference relation show clear lack of fit.

              ---------------------------------------------

Case 103

   x      y
2366  0.272  
5155  0.245  
5605  0.234 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, p. 511, explanation in second full paragraph on p. 512.

Description: Factor determined from previous work vs. magnetic flux
measured in cgs units at the center of a 112 cm rod.

Reference Relation: $y=k_{1}x+k_{2}$

              ---------------------------------------------

Case 104a

   x     y
 337  1.58  
 666  3.16  
1019  4.74 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, p. 513.

Description: Torsion angle in degrees vs. demagnetization at the
center of a 112 cm rod clamped at the middle.

Reference Relation: $y=kx$

              ---------------------------------------------

Case 104b

   x     y
 798  4.33  
1125  6.08  
1439  7.70 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, p. 513.

Description: Torsion angle in degrees vs. demagnetization at the
center of a 112 cm rod clamped at quarter length.

Reference Relation: $y=kx$

              ---------------------------------------------

Case 105

  x     y
  2   553  
  8  1754  
 14  2655  
 20  3361  
 26  3905  
 32  4308  
 38  4599  
 44  4746  
 50  4792  
 56  4712  
 62  4550  
 68  4337  
 74  4049  
 77  3882  
 80  3701 
 86  3275 
 92  2759 
 98  2134 
104  1371 
110   392 

Source: {\em Physical Review}, Vol. VIII, 1916, ``On the
Demagnetization of Iron and Steel Rods by Strain and Impact,'' Guy G.
Becknell, p. 515.

